operador,cnpj,cluster_id,operator_source_status,presenca_local,familia_produto_generica,experiencia_b2g,produto_equivalente,escala_estoque,prazo_logistica,habilitacao,preco_entregue,participacao_pe39,gate_status,nota
Guasso Ferragens,,T06,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Guasso Ferragens,,T07,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Guasso Ferragens,,T08,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Guasso Ferragens,,T09,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Comercial Passo,,T01,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Comercial Passo,,T02,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Comercial Passo,,T03,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Comercial Passo,,T04,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Comercial Passo,,T05,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Comercial Passo,,T06,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
Comercial Passo,,T07,HISTORICAL_LEAD,HISTORICAL_LEAD,NOT_TESTED,NOT_TESTED,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,BLOCKED_BEFORE_PRODUCT_GATE,Lead histórico; requer reconciliação corrente antes do gate de produto.
